N,P,K,ph,label
50,25,50,7.7,cabbage
48,18,57,7.365760223653036,cabbage
47,22,58,7.53156000361166,cabbage
50,25,50,7.7,cauliflower
58,23,54,7.6390955768788595,cauliflower
47,20,52,7.413924735027914,cauliflower
50,25,50,7.7,citrus_fruit
48,35,57,7.777873663834977,citrus_fruit
44,23,60,7.451255294547554,citrus_fruit
50,25,50,7.7,other_fresh_fruits
52,23,44,7.707658175399353,other_fresh_fruits
46,24,45,7.853900037225325,other_fresh_fruits
50,25,50,7.7,other_vegetables
42,30,60,8.045429169405097,other_vegetables
58,30,50,8.050065353216015,other_vegetables
50,25,50,7.7,pome_fruit
43,18,43,7.902474525121907,pome_fruit
40,27,48,7.803695904624807,pome_fruit
50,25,50,7.7,tomato
54,33,54,7.762636440284503,tomato
41,28,54,8.169921174511439,tomato
50,25,50,7.7,orange
51,26,40,7.8704628763492055,orange
48,27,41,7.46286791543619,orange
50,25,50,7.7,other_citrus_fruit
51,33,60,7.681019311387348,other_citrus_fruit
53,21,54,7.558701031272535,other_citrus_fruit
50,25,50,7.7,water_melon
51,24,50,7.941103466348698,water_melon
43,26,54,7.58614417037915,water_melon
50,25,50,7.7,small_millets
43,15,53,7.399237192122252,small_millets
58,23,52,8.151790753037373,small_millets
50,25,50,7.7,sunflower
53,26,40,7.243059072670697,sunflower
46,32,42,7.284760929487128,sunflower
50,25,50,7.7,arhartur
60,21,41,7.406423621587746,arhartur
47,35,46,7.590572341902235,arhartur
50,25,50,7.7,bajra
58,24,54,7.477726490766622,bajra
42,15,54,7.756539511830586,bajra
50,25,50,7.7,castor_seed
41,33,58,7.7661320365236675,castor_seed
41,23,45,7.977068916155914,castor_seed
50,25,50,7.7,cottonlint
59,22,60,7.966808456469451,cottonlint
58,23,58,7.938748346901951,cottonlint
50,25,50,7.7,gram
47,33,49,8.064638751560084,gram
57,28,51,7.8444583528040885,gram
50,25,50,7.7,groundnut
53,26,52,7.978159514289578,groundnut
46,31,49,8.05433584542799,groundnut
50,25,50,7.7,khesari
55,33,47,7.621981413037372,khesari
59,20,59,7.911379399093343,khesari
50,25,50,7.7,linseed
60,19,58,7.277829342015715,linseed
50,18,45,7.369258342663692,linseed
50,25,50,7.7,maize
43,19,46,7.312891227066544,maize
50,19,56,7.472749757412116,maize
50,25,50,7.7,masoor
43,29,47,8.109901441406937,masoor
51,35,47,7.831405460878816,masoor
50,25,50,7.7,niger_seed
49,21,47,8.188506366755762,niger_seed
51,25,57,8.154086889921484,niger_seed
50,25,50,7.7,peas_beans_pulses
41,29,47,8.055359162548168,peas_beans_pulses
55,20,52,7.3809099035521015,peas_beans_pulses
50,25,50,7.7,ragi
59,19,60,7.250631422511657,ragi
43,28,53,7.212793165822208,ragi
50,25,50,7.7,rapeseed_mustard
43,19,48,7.257291257387889,rapeseed_mustard
45,30,41,7.5318933602874765,rapeseed_mustard
50,25,50,7.7,rice
58,22,56,7.642655968081258,rice
44,33,51,7.605654211178332,rice
50,25,50,7.7,soyabean
49,17,52,7.777591409758406,soyabean
53,34,51,7.459816573881843,soyabean
50,25,50,7.7,wheat
41,25,52,7.286054288117054,wheat
51,20,45,7.630312105781123,wheat
50,50,75,5.8,cottonlint
40,47,79,5.8219915422125865,cottonlint
60,42,69,5.4148182819098025,cottonlint
50,50,75,5.8,sugarcane
49,44,69,5.422701328181779,sugarcane
59,47,72,6.006058317576978,sugarcane
50,50,75,5.8,banana
44,51,74,5.848105724990245,banana
54,52,69,6.226327849182741,banana
50,50,75,5.8,grapes
40,44,81,5.527769019200138,grapes
55,57,80,5.3256446910058655,grapes
50,50,75,5.8,mango
57,46,67,5.9184727871396285,mango
40,56,67,5.758742116499442,mango
50,50,75,5.8,onion
59,56,75,5.912347596895522,onion
47,51,77,6.0767276151435485,onion
50,50,75,5.8,tomato
46,43,74,6.033069985260881,tomato
53,56,68,5.716229091496254,tomato
25,25,25,7.1,cottonlint
16,24,20,6.808739977854126,cottonlint
21,24,17,6.8545619860524365,cottonlint
25,25,25,7.1,sugarcane
32,21,28,6.750162262244115,sugarcane
16,29,32,7.038650881465708,sugarcane
25,25,25,7.1,banana
30,35,19,7.381608756386564,banana
26,32,26,6.880954301710158,banana
25,25,25,7.1,grapes
34,27,32,6.742397427980905,grapes
31,24,35,7.172597700989425,grapes
25,25,25,7.1,mango
23,15,16,7.308016824801883,mango
19,20,31,7.36591727568932,mango
25,25,25,7.1,onion
29,28,21,6.830857168550873,onion
17,18,31,6.720105136761356,onion
25,25,25,7.1,tomato
35,19,26,7.2629085011252155,tomato
29,33,23,6.623623949511467,tomato
75,50,50,8.2,cottonlint
76,47,41,7.8661935453821545,cottonlint
66,50,41,7.7524409213791525,cottonlint
75,50,50,8.2,sugarcane
71,58,48,8.12150979007246,sugarcane
82,57,57,8.225314056944487,sugarcane
75,50,50,8.2,banana
68,57,40,8.187911130270605,banana
71,46,53,8.211003192743581,banana
75,50,50,8.2,grapes
83,56,46,8.657368363905166,grapes
69,52,51,8.179135741731486,grapes
75,50,50,8.2,mango
84,56,54,8.01060042794211,mango
74,48,40,8.226295100133242,mango
75,50,50,8.2,onion
69,57,44,7.877381152049402,onion
81,58,45,7.868553086267705,onion
75,50,50,8.2,tomato
70,46,51,8.547839007641066,tomato
83,50,51,8.49309892864296,tomato
25,75,75,5.8,sugarcane
19,72,79,5.47652143273926,sugarcane
23,76,75,5.874513319605323,sugarcane
25,75,75,5.8,banana
33,79,73,6.189193005620735,banana
23,85,75,5.666618788823207,banana
25,75,75,5.8,mango
19,83,71,5.705326826810791,mango
29,82,77,6.210355093880539,mango
25,75,75,5.8,onion
31,85,70,5.766407441598974,onion
28,85,67,5.602976055200122,onion
25,75,75,5.8,tomato
28,84,78,5.7148976110703265,tomato
16,69,76,5.939777066125175,tomato
50,25,25,8.2,cottonlint
47,20,26,7.898563153243862,cottonlint
48,16,20,7.870060811794646,cottonlint
50,25,25,8.2,sugarcane
43,30,24,7.956258020125172,sugarcane
60,30,21,8.056408179541203,sugarcane
50,25,25,8.2,banana
54,24,25,7.714145085457083,banana
42,35,23,8.517385880923516,banana
50,25,25,8.2,grapes
40,33,35,8.50481772166174,grapes
56,23,19,8.097227406844768,grapes
50,25,25,8.2,mango
45,33,26,7.930376762919922,mango
49,26,29,8.260276268776177,mango
50,25,25,8.2,onion
57,35,15,7.960413461524996,onion
58,15,17,7.750533172221694,onion
50,25,25,8.2,tomato
54,26,33,8.049156834749468,tomato
60,30,27,8.472638945241151,tomato
50,25,50,5.2,cottonlint
54,19,56,4.828977395002789,cottonlint
58,24,50,4.9707825056150945,cottonlint
50,25,50,5.2,mango
42,32,59,5.522525980332323,mango
45,31,43,4.842054437496396,mango
50,25,50,5.2,onion
59,22,59,5.276272511601898,onion
45,32,55,5.5004532832951405,onion
50,25,50,5.2,tomato
50,23,55,4.73073789914825,tomato
45,24,45,4.896834451999206,tomato
50,25,50,5.2,sugarcane
41,16,57,4.930974243450195,sugarcane
56,34,58,4.765168357827401,sugarcane
50,25,75,6.9,cottonlint
58,21,70,6.681510823492223,cottonlint
54,22,72,6.7063954491236,cottonlint
50,25,75,6.9,sugarcane
47,27,71,6.769732810453065,sugarcane
56,32,73,6.99148682796663,sugarcane
50,25,75,6.9,banana
59,17,70,7.344783279018667,banana
59,30,82,6.807860624464939,banana
50,25,75,6.9,grapes
53,20,78,7.317142732013165,grapes
57,17,82,6.733036562987859,grapes
50,25,75,6.9,mango
60,20,83,6.447845258554365,mango
54,22,78,6.458710526079931,mango
50,25,75,6.9,onion
52,20,69,6.576197296159842,onion
50,34,68,7.325887697471787,onion
50,25,75,6.9,tomato
58,27,73,6.877706117735544,tomato
55,29,65,7.204109806705504,tomato
50,50,50,5.8,mango
42,41,42,6.03528393211902,mango
46,44,43,5.948186269770784,mango
50,50,50,5.8,tomato
40,45,43,5.85321182239995,tomato
51,44,52,5.57812506573866,tomato
50,50,50,6.0,sugarcane
43,51,58,6.4853349994143175,sugarcane
47,40,51,5.550845336411768,sugarcane
50,50,50,6.0,banana
41,44,47,5.870061115606629,banana
52,57,59,6.315293620399273,banana
50,50,50,6.0,grapes
57,58,51,6.129156401902578,grapes
43,51,59,5.837865003155412,grapes
50,50,50,6.0,tomato
45,41,51,6.221493841865643,tomato
57,41,43,6.033069868930351,tomato
50,75,25,7.7,banana
60,66,19,7.514066540824109,banana
48,70,28,7.2206758797580015,banana
50,75,25,7.7,bhindi
51,66,32,7.398133629447423,bhindi
57,82,25,8.083436931984306,bhindi
50,75,25,7.7,brinjal
57,77,15,7.238826491478792,brinjal
52,75,26,7.212673694291124,brinjal
50,75,25,7.7,cabbage
46,74,25,7.867248135951004,cabbage
54,72,20,7.934332730809102,cabbage
50,75,25,7.7,carrot
54,82,35,7.598170054975403,carrot
46,68,29,8.086793178607243,carrot
50,75,25,7.7,cauliflower
58,72,16,8.068937250104506,cauliflower
48,80,20,7.493629082254696,cauliflower
50,75,25,7.7,citrus_fruit
59,70,29,7.692154285854574,citrus_fruit
46,66,30,7.609551966663067,citrus_fruit
50,75,25,7.7,jack_fruit
57,72,23,7.570675457057308,jack_fruit
59,83,32,7.345194757477333,jack_fruit
50,75,25,7.7,mango
59,75,18,7.644736640853188,mango
55,69,27,7.489852387908864,mango
50,75,25,7.7,papaya
52,69,27,7.585954594643072,papaya
45,80,35,7.766622539145974,papaya
50,75,25,7.7,pineapple
58,85,33,7.219828093589574,pineapple
52,66,25,7.413036613219599,pineapple
50,75,25,7.7,pome_fruit
48,69,30,7.764035367413469,pome_fruit
48,76,26,8.10669766428657,pome_fruit
50,75,25,7.7,redish
59,83,30,8.07469227679378,redish
50,72,20,7.523912580733301,redish
50,75,25,7.7,tapioca
50,72,35,7.967389948667556,tapioca
45,78,35,8.152571522522905,tapioca
50,75,25,7.7,tomato
40,85,26,7.5834914987089626,tomato
50,78,31,7.931356701589695,tomato
50,75,25,7.7,bitter_gourd
40,80,28,7.611194871722765,bitter_gourd
59,79,25,7.86275280413365,bitter_gourd
50,75,25,7.7,bottle_gourd
44,81,25,7.8114517545214985,bottle_gourd
46,72,35,7.2281834236252305,bottle_gourd
50,75,25,7.7,orange
58,84,28,7.27495061291232,orange
42,83,18,7.772842502277612,orange
50,75,25,7.7,wheat
44,78,21,7.9823007979704235,wheat
50,75,17,8.080445091599946,wheat
75,50,75,7.2,banana
68,55,70,7.491586903443562,banana
69,53,73,6.92716134143977,banana
75,50,75,7.2,dry_chillies
85,45,74,7.300810496156978,dry_chillies
70,52,79,7.53558615191934,dry_chillies
75,50,75,7.2,onion
83,41,70,6.77796665842455,onion
75,40,72,7.313736117011677,onion
75,50,75,7.2,potato
65,41,65,6.754979689479241,potato
83,53,75,7.164327116804784,potato
75,50,75,7.2,sugarcane
75,59,68,6.788986642164216,sugarcane
74,53,79,7.1812457674632855,sugarcane
75,50,75,7.2,tapioca
74,49,65,6.7125591156089595,tapioca
82,54,68,7.1839659709419355,tapioca
75,50,75,7.2,turmeric
73,52,71,7.4941460159771935,turmeric
68,49,69,7.224939544993233,turmeric
75,50,75,7.2,bhindi
76,53,70,7.038885353917608,bhindi
76,53,72,6.76388888285234,bhindi
75,50,75,7.2,brinjal
73,42,68,7.071213041278082,brinjal
81,50,80,6.778154196526028,brinjal
75,50,75,7.2,cabbage
84,48,81,7.624626002687753,cabbage
79,45,68,7.447012954004818,cabbage
75,50,75,7.2,carrot
80,47,84,7.434212026607138,carrot
84,53,84,7.452593076618602,carrot
75,50,75,7.2,cashewnut
66,51,66,7.362322859801205,cashewnut
70,60,68,7.3309662412854095,cashewnut
75,50,75,7.2,cauliflower
82,47,68,7.417955504215684,cauliflower
83,53,68,7.450105293723089,cauliflower
75,50,75,7.2,citrus_fruit
68,60,83,6.9746694305702555,citrus_fruit
81,50,81,6.927201183999463,citrus_fruit
75,50,75,7.2,jack_fruit
69,57,78,6.754705548664275,jack_fruit
82,42,79,7.170253533573899,jack_fruit
75,50,75,7.2,mango
82,47,67,6.829322195417956,mango
81,40,78,6.8440399600125685,mango
75,50,75,7.2,other_fresh_fruits
79,49,79,7.544957558418217,other_fresh_fruits
78,59,66,7.048909222558603,other_fresh_fruits
75,50,75,7.2,other_vegetables
72,54,82,6.881855262816412,other_vegetables
73,49,73,7.508207716733844,other_vegetables
75,50,75,7.2,papaya
69,53,67,6.7362252485004035,papaya
79,48,85,7.3714702636744205,papaya
75,50,75,7.2,pineapple
70,43,84,7.5233712102865375,pineapple
75,46,81,6.9325167442324735,pineapple
75,50,75,7.2,pome_fruit
77,60,79,6.959015465249784,pome_fruit
70,41,81,6.807857905652644,pome_fruit
75,50,75,7.2,redish
67,40,71,7.642862616562644,redish
78,48,73,6.851061028506145,redish
75,50,75,7.2,sweet_potato
76,51,73,7.193513453737859,sweet_potato
68,51,67,7.032227738377065,sweet_potato
75,50,75,7.2,tomato
75,47,83,7.650688846532695,tomato
82,44,81,7.116594822598308,tomato
75,50,75,7.2,bitter_gourd
76,56,84,7.106971924258219,bitter_gourd
76,52,76,7.20776010468801,bitter_gourd
75,50,75,7.2,bottle_gourd
67,43,72,7.33997088057618,bottle_gourd
79,55,73,6.752099600192702,bottle_gourd
75,50,75,7.2,orange
81,44,77,6.815165521282393,orange
67,53,74,6.8930314773271775,orange
75,50,75,7.2,wheat
75,47,73,7.6474230540515205,wheat
74,52,84,6.840318583662878,wheat
50,75,25,6.4,dry_chillies
55,70,18,6.487216547557406,dry_chillies
56,72,22,6.146255967242756,dry_chillies
50,75,25,6.4,banana
57,77,28,6.766366478403304,banana
45,70,15,6.292212689110691,banana
50,75,25,6.4,onion
41,66,27,6.42520344701076,onion
44,74,27,6.099175025371187,onion
50,75,25,6.4,potato
44,72,17,6.402124412648314,potato
51,73,29,5.965507739629402,potato
50,75,25,6.4,sugarcane
42,79,24,6.0536460795636255,sugarcane
42,71,15,5.929974661121923,sugarcane
50,75,25,6.4,turmeric
51,77,30,6.795059683285202,turmeric
40,73,19,6.373393008803027,turmeric
50,75,25,6.4,bhindi
45,69,35,6.610389089189467,bhindi
56,78,32,6.068832067367454,bhindi
50,75,25,6.4,brinjal
54,70,30,6.30267775383835,brinjal
50,67,19,6.680623892720351,brinjal
50,75,25,6.4,cabbage
58,73,20,6.607104633563973,cabbage
46,80,21,6.873218806388532,cabbage
50,75,25,6.4,carrot
40,69,33,6.792270397631043,carrot
58,70,17,6.849960477274382,carrot
50,75,25,6.4,cauliflower
53,84,24,6.0533411024547945,cauliflower
45,76,26,6.320291375451757,cauliflower
50,75,25,6.4,citrus_fruit
53,67,29,6.166735546421856,citrus_fruit
58,71,19,6.0993557073999884,citrus_fruit
50,75,25,6.4,jack_fruit
56,74,28,6.873142642965327,jack_fruit
44,72,22,6.654445403207992,jack_fruit
50,75,25,6.4,mango
51,67,22,6.409263539835965,mango
48,80,23,6.356510320854776,mango
50,75,25,6.4,other_fresh_fruits
56,75,34,6.8171143475067995,other_fresh_fruits
50,81,22,6.617154163434238,other_fresh_fruits
50,75,25,6.4,other_vegetables
41,67,28,6.757885975038721,other_vegetables
41,69,31,6.44954746039164,other_vegetables
50,75,25,6.4,papaya
54,80,32,6.065126995524217,papaya
53,68,33,6.266136341039948,papaya
50,75,25,6.4,pineapple
52,68,24,6.779641442785813,pineapple
51,73,19,5.966038241586896,pineapple
50,75,25,6.4,pome_fruit
60,72,34,6.516261908268422,pome_fruit
56,69,27,6.347034924937575,pome_fruit
50,75,25,6.4,redish
49,68,22,6.579981784758517,redish
57,68,29,6.6624670322411905,redish
50,75,25,6.4,sweet_potato
50,85,21,6.339621519574868,sweet_potato
49,79,21,6.434738892789893,sweet_potato
50,75,25,6.4,tapioca
55,67,33,6.889365181626824,tapioca
43,79,23,6.3920117987771725,tapioca
50,75,25,6.4,tomato
58,82,34,6.367799916893221,tomato
56,70,24,6.762297173254615,tomato
50,75,25,6.4,bitter_gourd
44,83,20,6.348131366375618,bitter_gourd
59,79,16,6.6799312227370296,bitter_gourd
50,75,25,6.4,bottle_gourd
43,83,20,6.31326204049371,bottle_gourd
54,71,27,6.092067287581737,bottle_gourd
50,75,25,6.4,orange
50,65,31,6.284886287818194,orange
55,69,28,6.024544516059999,orange
50,75,25,6.4,wheat
41,81,31,6.738742387286878,wheat
53,81,27,6.516247684902194,wheat
25,50,50,6.0,banana
28,59,56,6.29863805589277,banana
30,60,41,5.682459263317821,banana
25,50,50,6.0,dry_chillies
27,60,49,5.792088475391064,dry_chillies
19,57,43,5.554465584951225,dry_chillies
25,50,50,6.0,onion
23,55,60,6.084715830398188,onion
20,57,49,5.661301159588254,onion
25,50,50,6.0,potato
20,47,46,6.145470484913522,potato
20,56,48,5.53685850806604,potato
25,50,50,6.0,sugarcane
16,56,45,6.200325521800401,sugarcane
27,44,56,5.622139545063694,sugarcane
25,50,50,6.0,bhindi
21,50,45,5.824745287817505,bhindi
32,56,54,6.331063823821488,bhindi
25,50,50,6.0,bitter_gourd
16,44,58,6.488450899172334,bitter_gourd
32,40,59,5.9244941332379115,bitter_gourd
25,50,50,6.0,bottle_gourd
30,58,53,5.669741977133106,bottle_gourd
21,50,53,5.824086115727212,bottle_gourd
25,50,50,6.0,brinjal
18,44,47,6.490472543562142,brinjal
20,60,50,6.466607976820668,brinjal
25,50,50,6.0,cabbage
16,42,58,5.837919963141496,cabbage
23,41,46,5.702759682683292,cabbage
25,50,50,6.0,carrot
31,54,42,5.935797326639895,carrot
22,54,42,5.885635828890198,carrot
25,50,50,6.0,cashewnut
30,53,50,5.938893739469809,cashewnut
15,51,56,6.440209891016209,cashewnut
25,50,50,6.0,cauliflower
20,46,46,6.419401947983951,cauliflower
21,59,53,6.433250197256654,cauliflower
25,50,50,6.0,citrus_fruit
18,44,55,5.817066242817736,citrus_fruit
26,46,60,6.4517511118404665,citrus_fruit
25,50,50,6.0,jack_fruit
26,56,53,6.360272936573821,jack_fruit
25,43,41,6.492017341567375,jack_fruit
25,50,50,6.0,mango
27,42,40,6.396782774933625,mango
31,54,51,6.1502769230108365,mango
25,50,50,6.0,other_fresh_fruits
31,41,57,5.907966850093367,other_fresh_fruits
34,51,42,5.8077889516984325,other_fresh_fruits
25,50,50,6.0,other_vegetables
20,41,41,5.556762331201739,other_vegetables
20,45,45,5.885554874172836,other_vegetables
25,50,50,6.0,papaya
26,53,45,6.386190382070119,papaya
29,53,55,5.6647636942925175,papaya
25,50,50,6.0,pineapple
25,42,48,5.667950140215928,pineapple
28,52,60,6.4990922488344305,pineapple
25,50,50,6.0,redish
21,47,49,5.834089851353969,redish
21,55,50,6.244481691030979,redish
25,50,50,6.0,tomato
26,51,49,5.514570220872415,tomato
29,47,41,6.34588242599321,tomato
25,50,50,6.0,orange
22,59,58,5.606484354110024,orange
19,44,58,6.281302333650366,orange
25,50,50,6.0,pome_fruit
33,45,56,6.319248725296644,pome_fruit
31,53,43,5.605214343634416,pome_fruit
25,50,50,6.0,rubber
28,45,40,6.102757832966178,rubber
15,57,43,5.526365383413668,rubber
25,50,50,6.0,sweet_potato
34,40,52,5.646288858930832,sweet_potato
34,41,48,6.296924003843189,sweet_potato
25,50,50,6.0,tapioca
33,59,59,6.069848973945644,tapioca
16,47,47,6.020231472672309,tapioca
25,50,50,6.0,turmeric
28,44,45,6.196759924361513,turmeric
21,46,43,5.5204424593909724,turmeric
25,50,50,6.0,wheat
17,40,49,5.976136874145044,wheat
16,41,58,5.733163754690898,wheat
50,75,75,5.9,onion
57,68,76,5.481482298420982,onion
45,81,83,5.914888192362396,onion
50,75,75,5.9,turmeric
50,80,83,6.249030148397576,turmeric
46,65,84,5.491840055823454,turmeric
50,75,75,5.9,banana
57,76,65,5.594404136952939,banana
56,67,77,5.864135803254477,banana
50,75,75,5.9,sugarcane
48,73,79,5.5007059343715135,sugarcane
53,69,69,6.067940407668542,sugarcane
50,75,75,5.9,bhindi
47,74,76,6.35058797833706,bhindi
52,81,66,6.385869810315022,bhindi
50,75,75,5.9,bitter_gourd
56,71,65,6.037332867081635,bitter_gourd
51,70,75,5.8209805307010525,bitter_gourd
50,75,75,5.9,bottle_gourd
53,70,68,6.230090672141871,bottle_gourd
46,72,67,6.306659490925562,bottle_gourd
50,75,75,5.9,brinjal
56,67,65,6.189030650887983,brinjal
57,71,84,5.46147225000285,brinjal
50,75,75,5.9,cabbage
49,67,83,6.165742192089205,cabbage
43,80,68,5.796427619129018,cabbage
50,75,75,5.9,carrot
46,80,80,5.999941717505237,carrot
44,78,77,5.500217539250444,carrot
50,75,75,5.9,cauliflower
43,77,68,5.5923996267249,cauliflower
41,67,73,5.957905862176299,cauliflower
50,75,75,5.9,citrus_fruit
57,76,73,5.882853643140611,citrus_fruit
50,84,67,5.788511119302244,citrus_fruit
50,75,75,5.9,jack_fruit
40,82,65,5.835598564539953,jack_fruit
59,69,75,6.013272051796676,jack_fruit
50,75,75,5.9,mango
57,85,67,6.367315762316822,mango
43,72,78,5.500132850064118,mango
50,75,75,5.9,papaya
48,67,69,5.857189079635804,papaya
60,75,69,5.631350589557968,papaya
50,75,75,5.9,pineapple
55,84,65,5.63597812646797,pineapple
59,77,76,5.69005440254193,pineapple
50,75,75,5.9,redish
44,81,71,6.117746934709237,redish
53,71,68,6.298086261010451,redish
50,75,75,5.9,sweet_potato
42,67,82,5.40105841106292,sweet_potato
40,79,65,6.281523274921341,sweet_potato
50,75,75,5.9,tapioca
51,80,77,5.429200324818399,tapioca
49,76,72,5.762408311736249,tapioca
50,75,75,5.9,tomato
45,72,71,5.609864714267035,tomato
48,66,75,5.687503756356865,tomato
50,75,75,5.9,pome_fruit
54,82,69,6.025021898806647,pome_fruit
56,70,81,5.956102172516081,pome_fruit
50,75,75,5.9,wheat
59,76,77,6.3872642684208305,wheat
57,71,72,5.439973624039514,wheat
25,75,50,6.0,banana
19,72,49,6.446084748337298,banana
18,68,54,6.027599226169,banana
25,75,50,6.0,dry_chillies
30,66,55,6.250727473558242,dry_chillies
34,67,53,6.032449204026537,dry_chillies
25,75,50,6.0,onion
29,66,46,6.379276076520379,onion
32,80,43,6.026350512274323,onion
25,75,50,6.0,potato
34,71,42,6.3231626198915185,potato
33,79,53,5.761970843224239,potato
25,75,50,6.0,turmeric
31,66,57,6.495412141207523,turmeric
19,83,41,6.32836994482383,turmeric
25,75,50,6.0,sweet_potato
29,78,41,6.226096856231755,sweet_potato
29,83,54,6.359861269043008,sweet_potato
25,75,50,6.0,bhindi
24,77,60,6.406065817514815,bhindi
18,80,60,5.906529646786942,bhindi
25,75,50,6.0,brinjal
19,81,46,5.685903217397959,brinjal
21,82,49,5.721500687093675,brinjal
25,75,50,6.0,cabbage
21,74,55,6.162431747311835,cabbage
24,65,45,6.192967526635238,cabbage
25,75,50,6.0,carrot
17,66,56,5.9177463190544355,carrot
17,67,47,6.099200543787197,carrot
25,75,50,6.0,cauliflower
20,68,41,6.081214084261505,cauliflower
23,82,51,5.604432324571746,cauliflower
25,75,50,6.0,citrus_fruit
35,83,44,6.056103690036956,citrus_fruit
34,80,45,6.43546420985706,citrus_fruit
25,75,50,6.0,other_fresh_fruits
23,85,50,6.478967409616681,other_fresh_fruits
31,67,56,6.327388398722104,other_fresh_fruits
25,75,50,6.0,other_vegetables
27,81,56,6.176374174970343,other_vegetables
33,83,41,5.943470182084411,other_vegetables
25,75,50,6.0,papaya
33,82,48,5.5158916565944685,papaya
23,76,52,5.981484692427089,papaya
25,75,50,6.0,pineapple
28,78,57,5.728543509670681,pineapple
21,85,54,6.05914728690696,pineapple
25,75,50,6.0,pome_fruit
30,67,40,5.872875273777103,pome_fruit
21,81,40,5.620637029316768,pome_fruit
25,75,50,6.0,redish
20,81,56,5.962553711530509,redish
21,78,51,6.304084151840236,redish
25,75,50,6.0,tapioca
21,69,42,5.875710314343648,tapioca
25,74,59,6.2442874581403185,tapioca
25,75,50,6.0,tomato
32,68,43,6.28785903236813,tomato
16,78,43,6.000514747956774,tomato
25,75,50,6.0,bitter_gourd
31,66,41,6.477847121919109,bitter_gourd
15,78,46,5.721918633036155,bitter_gourd
25,75,50,6.0,bottle_gourd
33,73,56,6.333632808469769,bottle_gourd
35,75,55,6.232015470639202,bottle_gourd
25,75,50,6.0,jack_fruit
27,81,44,5.5698279544284555,jack_fruit
21,77,48,5.597303815602239,jack_fruit
25,75,50,6.0,mango
16,71,51,5.720147159692031,mango
35,75,48,5.752096571389638,mango
25,75,50,6.0,orange
22,81,46,6.07167832622448,orange
26,65,44,6.2576848481281475,orange
25,75,50,6.0,sugarcane
23,85,57,5.9751855593702725,sugarcane
25,77,60,5.848308811916629,sugarcane
25,75,50,6.0,wheat
20,80,49,6.294506687835814,wheat
15,83,45,5.5574201807982515,wheat
50,50,50,7.7,banana
53,52,56,8.048610664337396,banana
46,57,51,7.386923462218362,banana
50,50,50,7.7,dry_chillies
44,54,51,7.988848223934205,dry_chillies
52,43,44,7.991248524099149,dry_chillies
50,50,50,7.7,potato
47,56,48,7.72244319183441,potato
60,54,53,7.807406803742253,potato
50,50,50,7.7,sugarcane
60,52,49,7.485162292412876,sugarcane
58,49,40,7.6140948957132375,sugarcane
50,50,50,7.7,bhindi
60,49,41,7.685511488844666,bhindi
50,40,45,7.485246798094793,bhindi
50,50,50,7.7,brinjal
41,52,49,7.3171599522439355,brinjal
56,49,50,7.9036518193213325,brinjal
50,50,50,7.7,cabbage
44,40,40,7.610527087012454,cabbage
54,43,51,8.03530904368581,cabbage
50,50,50,7.7,carrot
58,53,55,7.338443928372663,carrot
43,43,59,7.717284629049069,carrot
50,50,50,7.7,cauliflower
44,47,50,7.83082210802573,cauliflower
60,44,58,7.924295040316915,cauliflower
50,50,50,7.7,citrus_fruit
55,53,47,7.293070318028844,citrus_fruit
53,55,41,8.071264730238981,citrus_fruit
50,50,50,7.7,mango
49,52,45,8.04421507816172,mango
51,49,40,7.893321276362887,mango
50,50,50,7.7,other_fresh_fruits
41,59,40,7.521272472402634,other_fresh_fruits
58,57,46,7.759167625243077,other_fresh_fruits
50,50,50,7.7,other_vegetables
53,52,58,8.142601855369158,other_vegetables
49,42,45,7.391639686617628,other_vegetables
50,50,50,7.7,papaya
55,55,57,8.163787857609224,papaya
53,59,60,7.5530384593313356,papaya
50,50,50,7.7,pineapple
50,59,46,7.831853041664154,pineapple
56,58,47,7.496521815305157,pineapple
50,50,50,7.7,pome_fruit
49,48,51,8.173156832212166,pome_fruit
60,47,53,7.512831347779703,pome_fruit
50,50,50,7.7,redish
40,60,55,7.656789315804945,redish
50,44,52,7.40916446867816,redish
50,50,50,7.7,tapioca
47,41,45,7.788941226455439,tapioca
51,44,53,7.5925153011790645,tapioca
50,50,50,7.7,tomato
42,48,55,8.025244286603051,tomato
59,51,56,7.25976537920015,tomato
50,50,50,7.7,bitter_gourd
55,40,40,7.769341069621148,bitter_gourd
53,51,49,7.687010284420316,bitter_gourd
50,50,50,7.7,bottle_gourd
53,44,54,7.2498435971012825,bottle_gourd
48,58,45,8.137755537614842,bottle_gourd
50,50,50,7.7,jack_fruit
48,40,56,7.786993045615449,jack_fruit
58,59,59,7.739293781558937,jack_fruit
50,50,50,7.7,orange
57,55,47,8.103425558026101,orange
56,40,59,7.789711256945762,orange
50,50,50,7.7,sweet_potato
58,60,59,7.761021330218916,sweet_potato
51,55,48,7.528424238216416,sweet_potato
50,50,50,7.7,turmeric
47,45,43,7.395271434444587,turmeric
54,49,51,7.972484065514017,turmeric
50,50,50,7.7,wheat
52,56,49,7.272583749573503,wheat
46,47,43,7.394331768120164,wheat
50,25,50,7.0,onion
52,26,46,7.1295718161244475,onion
56,19,58,6.958131807874138,onion
50,25,50,7.0,turmeric
53,21,54,6.841537846725405,turmeric
48,28,50,7.262944654950689,turmeric
50,25,50,7.0,sugarcane
57,26,51,7.184074395303504,sugarcane
