State,District,Year,Crop,Area_Hectare,Production_Tonnes,Yield_Tonnes_per_Hectare
Manipur,Bishnupur,2021.0,Potato,2470.0,20500.0,8.3
Manipur,Bishnupur,2021.0,Sugarcane,1000.0,60250.0,60.25
Manipur,Bishnupur,2022.0,Potato,2470.0,20740.0,8.4
Manipur,Bishnupur,2022.0,Sugarcane,1000.0,60250.0,60.25
Manipur,Bishnupur,2022.0,Wheat,500.0,1250.0,2.5
Manipur,Chandel,1997.0,Banana,1.0,12.0,12.0
Manipur,Chandel,1999.0,Banana,810.0,10420.0,12.86
Manipur,Chandel,1999.0,Dry_chillies,10.0,10.0,1.0
Manipur,Chandel,1999.0,Onion,10.0,20.0,2.0
Manipur,Chandel,1999.0,Potato,130.0,680.0,5.23
Manipur,Chandel,1999.0,Sugarcane,180.0,5880.0,32.67
Manipur,Chandel,1999.0,Tapioca,30.0,130.0,4.33
Manipur,Chandel,1999.0,Turmeric,10.0,10.0,1.0
Manipur,Chandel,2000.0,Banana,750.0,9650.0,12.87
Manipur,Chandel,2000.0,Dry_chillies,10.0,10.0,1.0
Manipur,Chandel,2000.0,Potato,140.0,730.0,5.21
Manipur,Chandel,2000.0,Sugarcane,150.0,4900.0,32.67
Manipur,Chandel,2001.0,Banana,830.0,10670.0,12.86
Manipur,Chandel,2001.0,Dry_chillies,110.0,70.0,0.64
Manipur,Chandel,2002.0,Banana,286.0,2100.0,7.34
Manipur,Chandel,2002.0,Bhindi,40.0,145.0,3.63
Manipur,Chandel,2002.0,Brinjal,34.0,169.0,4.97
Manipur,Chandel,2002.0,Cabbage,15.0,190.0,12.67
Manipur,Chandel,2002.0,Carrot,25.0,178.0,7.12
Manipur,Chandel,2002.0,Cashewnut,105.0,75.0,0.71
Manipur,Chandel,2002.0,Cauliflower,15.0,96.0,6.4
Manipur,Chandel,2002.0,Citrus_Fruit,120.0,500.0,4.17
Manipur,Chandel,2002.0,Dry_chillies,90.0,40.0,0.44
Manipur,Chandel,2002.0,Jack_Fruit,30.0,130.0,4.33
Manipur,Chandel,2002.0,Mango,50.0,291.0,5.82
Manipur,Chandel,2002.0,Other_Fresh_Fruits,1060.0,1445.0,1.36
Manipur,Chandel,2002.0,Other_Vegetables,20.0,107.0,5.35
Manipur,Chandel,2002.0,Papaya,315.0,1750.0,5.56
Manipur,Chandel,2002.0,Pineapple,640.0,3900.0,6.09
Manipur,Chandel,2002.0,Pome_Fruit,160.0,195.0,1.22
Manipur,Chandel,2002.0,Potato,40.0,210.0,5.25
Manipur,Chandel,2002.0,Redish,20.0,196.0,9.8
Manipur,Chandel,2002.0,Sugarcane,120.0,3920.0,32.67
Manipur,Chandel,2002.0,Sweet_potato,105.0,720.0,6.86
Manipur,Chandel,2002.0,Tapioca,100.0,575.0,5.75
Manipur,Chandel,2002.0,Tomato,27.0,210.0,7.78
Manipur,Chandel,2002.0,Turmeric,40.0,30.0,0.75
Manipur,Chandel,2003.0,Banana,296.0,2324.0,7.85
Manipur,Chandel,2003.0,Bhindi,45.0,154.0,3.42
Manipur,Chandel,2003.0,Bitter_Gourd,2.0,11.0,5.5
Manipur,Chandel,2003.0,Bottle_Gourd,5.0,36.0,7.2
Manipur,Chandel,2003.0,Brinjal,25.0,118.0,4.72
Manipur,Chandel,2003.0,Cabbage,25.0,305.0,12.2
Manipur,Chandel,2003.0,Carrot,15.0,112.0,7.47
Manipur,Chandel,2003.0,Cashewnut,125.0,50.0,0.4
Manipur,Chandel,2003.0,Cauliflower,17.0,146.0,8.59
Manipur,Chandel,2003.0,Citrus_Fruit,125.0,600.0,4.8
Manipur,Chandel,2003.0,Dry_chillies,50.0,30.0,0.6
Manipur,Chandel,2003.0,Jack_Fruit,28.0,128.0,4.57
Manipur,Chandel,2003.0,Mango,45.0,229.0,5.09
Manipur,Chandel,2003.0,Orange,87.0,357.0,4.1
Manipur,Chandel,2003.0,Other_Fresh_Fruits,1070.0,3159.0,2.95
Manipur,Chandel,2003.0,Other_Vegetables,26.0,188.0,7.23
Manipur,Chandel,2003.0,Papaya,316.0,1833.0,5.8
Manipur,Chandel,2003.0,Pineapple,675.0,5062.0,7.5
Manipur,Chandel,2003.0,Pome_Fruit,160.0,502.0,3.14
Manipur,Chandel,2003.0,Redish,16.0,142.0,8.88
Manipur,Chandel,2003.0,Sugarcane,180.0,5880.0,32.67
Manipur,Chandel,2003.0,Sweet_potato,10.0,66.0,6.6
Manipur,Chandel,2003.0,Tapioca,30.0,168.0,5.6
Manipur,Chandel,2003.0,Tomato,29.0,232.0,8.0
Manipur,Chandel,2003.0,Turmeric,40.0,30.0,0.75
Manipur,Chandel,2004.0,Banana,1120.0,14400.0,12.86
Manipur,Chandel,2004.0,Dry_chillies,70.0,40.0,0.57
Manipur,Chandel,2004.0,Potato,20.0,100.0,5.0
Manipur,Chandel,2005.0,Banana,1340.0,17240.0,12.87
Manipur,Chandel,2005.0,Dry_chillies,90.0,50.0,0.56
Manipur,Chandel,2005.0,Potato,50.0,260.0,5.2
Manipur,Chandel,2006.0,Banana,130.0,1670.0,12.85
Manipur,Chandel,2006.0,Dry_chillies,140.0,90.0,0.64
Manipur,Chandel,2006.0,Potato,10.0,50.0,5.0
Manipur,Chandel,2006.0,Sugarcane,250.0,8160.0,32.64
Manipur,Chandel,2006.0,Turmeric,10.0,10.0,1.0
Manipur,Chandel,2007.0,Banana,110.0,1410.0,12.82
Manipur,Chandel,2007.0,Dry_chillies,90.0,60.0,0.67
Manipur,Chandel,2007.0,Potato,20.0,100.0,5.0
Manipur,Chandel,2007.0,Sugarcane,90.0,2940.0,32.67
Manipur,Chandel,2008.0,Banana,570.0,7347.0,12.89
Manipur,Chandel,2008.0,Dry_chillies,382.0,2990.0,7.83
Manipur,Chandel,2008.0,Potato,1580.0,12510.0,7.92
Manipur,Chandel,2008.0,Sugarcane,200.0,9530.0,47.65
Manipur,Chandel,2008.0,Turmeric,97.0,673.0,6.94
Manipur,Chandel,2009.0,Banana,665.0,8645.0,13.0
Manipur,Chandel,2009.0,Dry_chillies,390.0,3047.0,7.81
Manipur,Chandel,2009.0,Potato,1650.0,12950.0,7.85
Manipur,Chandel,2009.0,Sugarcane,180.0,9530.0,52.94
Manipur,Chandel,2009.0,Turmeric,152.0,1058.0,6.96
Manipur,Chandel,2010.0,Banana,672.0,8690.0,12.93
Manipur,Chandel,2010.0,Dry_chillies,399.0,3155.0,7.91
Manipur,Chandel,2010.0,Potato,1590.0,13020.0,8.19
Manipur,Chandel,2010.0,Sugarcane,210.0,10020.0,47.71
Manipur,Chandel,2010.0,Turmeric,169.0,1163.0,6.88
Manipur,Chandel,2011.0,Banana,684.0,9370.8,13.7
Manipur,Chandel,2011.0,Dry_chillies,405.0,3078.0,7.6
Manipur,Chandel,2011.0,Potato,1640.0,14060.0,8.57
Manipur,Chandel,2011.0,Sugarcane,240.0,13000.0,54.17
Manipur,Chandel,2011.0,Turmeric,176.0,2018.72,11.47
Manipur,Chandel,2012.0,Banana,719.0,9634.6,13.4
Manipur,Chandel,2012.0,Dry_chillies,417.0,3294.3,7.9
Manipur,Chandel,2012.0,Potato,1700.0,15060.0,8.86
Manipur,Chandel,2012.0,Sugarcane,250.0,13090.0,52.36
Manipur,Chandel,2012.0,Turmeric,184.0,2152.8,11.7
Manipur,Chandel,2013.0,Banana,733.0,9895.5,13.5
Manipur,Chandel,2013.0,Dry_chillies,437.0,3447.93,7.89
Manipur,Chandel,2013.0,Potato,1680.0,14420.0,8.58
Manipur,Chandel,2013.0,Sugarcane,260.0,14630.0,56.27
Manipur,Chandel,2013.0,Turmeric,218.0,2616.0,12.0
Manipur,Chandel,2014.0,Banana,670.0,9179.0,13.7
Manipur,Chandel,2014.0,Cashewnut,10.0,6.4,0.64
Manipur,Chandel,2014.0,Dry_chillies,483.0,3786.73,7.84
Manipur,Chandel,2014.0,Potato,1680.0,14420.0,8.58
Manipur,Chandel,2014.0,Sugarcane,260.0,14630.0,56.27
Manipur,Chandel,2014.0,Turmeric,240.0,2868.0,11.95
Manipur,Chandel,2015.0,Banana,950.0,12350.0,13.0
Manipur,Chandel,2015.0,Dry_chillies,10.0,80.0,8.0
Manipur,Chandel,2015.0,Potato,1720.0,15240.0,8.86
Manipur,Chandel,2015.0,Sugarcane,300.0,14090.0,46.97
Manipur,Chandel,2015.0,Turmeric,225.0,2475.0,11.0
Manipur,Chandel,2016.0,Banana,2300.0,29500.0,12.83
Manipur,Chandel,2016.0,Dry_chillies,20.0,160.0,8.0
Manipur,Chandel,2016.0,Potato,1720.0,15260.0,8.87
Manipur,Chandel,2016.0,Sugarcane,300.0,14090.0,46.97
Manipur,Chandel,2016.0,Turmeric,230.0,2475.0,10.76
Manipur,Chandel,2017.0,Banana,960.0,12480.0,13.0
Manipur,Chandel,2017.0,Dry_chillies,100.0,870.0,8.7
Manipur,Chandel,2017.0,Potato,1720.0,15240.0,8.86
Manipur,Chandel,2017.0,Sugarcane,300.0,14090.0,46.97
Manipur,Chandel,2017.0,Turmeric,250.0,4250.0,17.0
Manipur,Chandel,2018.0,Banana,960.0,12480.0,13.0
Manipur,Chandel,2018.0,Dry_chillies,100.0,870.0,8.7
Manipur,Chandel,2018.0,Potato,1750.0,15350.0,8.77
Manipur,Chandel,2018.0,Sugarcane,300.0,14090.0,46.97
Manipur,Chandel,2018.0,Turmeric,250.0,4250.0,17.0
Manipur,Chandel,2019.0,Banana,235.0,2549.0,10.85
Manipur,Chandel,2019.0,Dry_chillies,6.0,63.0,10.5
Manipur,Chandel,2021.0,Potato,1740.0,15100.0,8.68
Manipur,Chandel,2021.0,Sugarcane,300.0,14090.0,46.97
Manipur,Chandel,2022.0,Potato,2110.0,15350.0,7.27
Manipur,Chandel,2022.0,Sugarcane,280.0,13850.0,49.46
Manipur,Chandel,2022.0,Wheat,20.0,40.0,2.0
Manipur,Churachandpur,1997.0,Dry_chillies,2.0,1.0,0.5
Manipur,Churachandpur,1999.0,Banana,390.0,5010.0,12.85
Manipur,Churachandpur,1999.0,Dry_chillies,1430.0,860.0,0.6
Manipur,Churachandpur,1999.0,Onion,10.0,20.0,2.0
Manipur,Churachandpur,1999.0,Potato,60.0,310.0,5.17
Manipur,Churachandpur,1999.0,Sugarcane,400.0,13060.0,32.65
Manipur,Churachandpur,1999.0,Turmeric,20.0,10.0,0.5
Manipur,Churachandpur,2000.0,Banana,470.0,6050.0,12.87
Manipur,Churachandpur,2000.0,Dry_chillies,1450.0,870.0,0.6
Manipur,Churachandpur,2000.0,Potato,60.0,310.0,5.17
Manipur,Churachandpur,2000.0,Sugarcane,120.0,3920.0,32.67
Manipur,Churachandpur,2001.0,Banana,340.0,4370.0,12.85
Manipur,Churachandpur,2001.0,Dry_chillies,2000.0,170.0,0.09
Manipur,Churachandpur,2002.0,Banana,2690.0,1850.0,0.69
Manipur,Churachandpur,2002.0,Bhindi,40.0,0.0,0.0
Manipur,Churachandpur,2002.0,Brinjal,41.0,0.0,0.0
Manipur,Churachandpur,2002.0,Cabbage,30.0,396.0,13.2
Manipur,Churachandpur,2002.0,Carrot,25.0,0.0,0.0
Manipur,Churachandpur,2002.0,Cauliflower,10.0,96.0,9.6
Manipur,Churachandpur,2002.0,Citrus_Fruit,176.0,0.0,0.0
Manipur,Churachandpur,2002.0,Dry_chillies,4830.0,2900.0,0.6
Manipur,Churachandpur,2002.0,Jack_Fruit,40.0,160.0,4.0
Manipur,Churachandpur,2002.0,Mango,70.0,261.0,3.73
Manipur,Churachandpur,2002.0,Other_Fresh_Fruits,1425.0,3579.0,2.51
Manipur,Churachandpur,2002.0,Other_Vegetables,30.0,0.0,0.0
Manipur,Churachandpur,2002.0,Papaya,250.0,826.0,3.3
Manipur,Churachandpur,2002.0,Pineapple,1810.0,13000.0,7.18
Manipur,Churachandpur,2002.0,Pome_Fruit,70.0,180.0,2.57
Manipur,Churachandpur,2002.0,Redish,20.0,0.0,0.0
Manipur,Churachandpur,2002.0,Sugarcane,100.0,3270.0,32.7
Manipur,Churachandpur,2002.0,Sweet_potato,5.0,25.0,5.0
Manipur,Churachandpur,2002.0,Tapioca,30.0,300.0,10.0
Manipur,Churachandpur,2002.0,Tomato,48.0,248.0,5.17
Manipur,Churachandpur,2002.0,Turmeric,60.0,40.0,0.67
Manipur,Churachandpur,2003.0,Banana,280.0,2198.0,7.85
Manipur,Churachandpur,2003.0,Bhindi,47.0,160.0,3.4
Manipur,Churachandpur,2003.0,Bitter_Gourd,1.0,5.0,5.0
Manipur,Churachandpur,2003.0,Bottle_Gourd,5.0,36.0,7.2
Manipur,Churachandpur,2003.0,Brinjal,31.0,146.0,4.71
Manipur,Churachandpur,2003.0,Cabbage,45.0,549.0,12.2
Manipur,Churachandpur,2003.0,Carrot,18.0,135.0,7.5
Manipur,Churachandpur,2003.0,Cauliflower,12.0,103.0,8.58
Manipur,Churachandpur,2003.0,Citrus_Fruit,186.0,893.0,4.8
Manipur,Churachandpur,2003.0,Dry_chillies,5650.0,3390.0,0.6
Manipur,Churachandpur,2003.0,Jack_Fruit,35.0,160.0,4.57
Manipur,Churachandpur,2003.0,Mango,60.0,305.0,5.08
Manipur,Churachandpur,2003.0,Orange,386.0,1583.0,4.1
Manipur,Churachandpur,2003.0,Other_Fresh_Fruits,1342.0,5594.0,4.17
Manipur,Churachandpur,2003.0,Other_Vegetables,29.0,210.0,7.24
Manipur,Churachandpur,2003.0,Papaya,251.0,1456.0,5.8
Manipur,Churachandpur,2003.0,Pineapple,1850.0,13875.0,7.5
Manipur,Churachandpur,2003.0,Pome_Fruit,70.0,220.0,3.14
Manipur,Churachandpur,2003.0,Redish,15.0,134.0,8.93
Manipur,Churachandpur,2003.0,Sugarcane,20.0,650.0,32.5
Manipur,Churachandpur,2003.0,Sweet_potato,15.0,99.0,6.6
Manipur,Churachandpur,2003.0,Tapioca,50.0,280.0,5.6
Manipur,Churachandpur,2003.0,Tomato,50.0,400.0,8.0
Manipur,Churachandpur,2004.0,Banana,290.0,3730.0,12.86
Manipur,Churachandpur,2004.0,Dry_chillies,7760.0,4660.0,0.6
Manipur,Churachandpur,2004.0,Sugarcane,170.0,5550.0,32.65
Manipur,Churachandpur,2005.0,Banana,60.0,770.0,12.83
Manipur,Churachandpur,2005.0,Dry_chillies,2280.0,1370.0,0.6
Manipur,Churachandpur,2006.0,Banana,370.0,4760.0,12.86
Manipur,Churachandpur,2006.0,Dry_chillies,3580.0,2150.0,0.6
Manipur,Churachandpur,2006.0,Sugarcane,90.0,2940.0,32.67
Manipur,Churachandpur,2007.0,Banana,4400.0,56590.0,12.86
Manipur,Churachandpur,2007.0,Dry_chillies,2420.0,1450.0,0.6
Manipur,Churachandpur,2007.0,Potato,70.0,370.0,5.29
Manipur,Churachandpur,2007.0,Sugarcane,400.0,13070.0,32.68
Manipur,Churachandpur,2008.0,Banana,715.0,9280.0,12.98
Manipur,Churachandpur,2008.0,Dry_chillies,1315.0,9260.0,7.04
Manipur,Churachandpur,2008.0,Potato,1680.0,14790.0,8.8
Manipur,Churachandpur,2008.0,Sugarcane,180.0,9500.0,52.78
Manipur,Churachandpur,2008.0,Turmeric,95.0,2247.0,23.65
Manipur,Churachandpur,2009.0,Banana,810.0,10530.0,13.0
Manipur,Churachandpur,2009.0,Dry_chillies,1335.0,9403.0,7.04
Manipur,Churachandpur,2009.0,Potato,1660.0,14790.0,8.91
Manipur,Churachandpur,2009.0,Sugarcane,190.0,9500.0,50.0
Manipur,Churachandpur,2009.0,Turmeric,150.0,3552.0,23.68
Manipur,Churachandpur,2010.0,Banana,817.0,10631.0,13.01
Manipur,Churachandpur,2010.0,Dry_chillies,1346.0,9578.0,7.12
Manipur,Churachandpur,2010.0,Potato,1690.0,14360.0,8.5
Manipur,Churachandpur,2010.0,Sugarcane,190.0,10120.0,53.26
Manipur,Churachandpur,2010.0,Turmeric,168.0,3668.0,21.83
Manipur,Churachandpur,2011.0,Banana,863.0,11219.0,13.0
Manipur,Churachandpur,2011.0,Dry_chillies,1358.0,10320.8,7.6
Manipur,Churachandpur,2011.0,Potato,1740.0,14360.0,8.25
Manipur,Churachandpur,2011.0,Sugarcane,220.0,12500.0,56.82
Manipur,Churachandpur,2011.0,Turmeric,170.0,1949.9,11.47
Manipur,Churachandpur,2012.0,Banana,906.0,12140.0,13.4
Manipur,Churachandpur,2012.0,Dry_chillies,1398.0,11044.2,7.9
Manipur,Churachandpur,2012.0,Potato,1800.0,15000.0,8.33
Manipur,Churachandpur,2012.0,Sugarcane,240.0,11240.0,46.83
Manipur,Churachandpur,2012.0,Turmeric,178.0,2082.6,11.7
Manipur,Churachandpur,2013.0,Banana,924.0,12474.0,13.5
Manipur,Churachandpur,2013.0,Dry_chillies,1459.0,11511.51,7.89
Manipur,Churachandpur,2013.0,Potato,1780.0,14870.0,8.35
Manipur,Churachandpur,2013.0,Sugarcane,240.0,13600.0,56.67
Manipur,Churachandpur,2013.0,Turmeric,208.0,2496.0,12.0
Manipur,Churachandpur,2014.0,Banana,950.0,11400.0,12.0
Manipur,Churachandpur,2014.0,Dry_chillies,1550.0,13950.0,9.0
Manipur,Churachandpur,2014.0,Potato,1780.0,14870.0,8.35
Manipur,Churachandpur,2014.0,Sugarcane,240.0,13600.0,56.67
Manipur,Churachandpur,2014.0,Turmeric,225.0,2475.0,11.0
Manipur,Churachandpur,2015.0,Banana,1117.0,14707.0,13.17
Manipur,Churachandpur,2015.0,Potato,1810.0,15070.0,8.33
Manipur,Churachandpur,2015.0,Sugarcane,280.0,13070.0,46.68
Manipur,Churachandpur,2015.0,Turmeric,321.0,3852.0,12.0
Manipur,Churachandpur,2016.0,Banana,800.0,10460.0,13.08
Manipur,Churachandpur,2016.0,Dry_chillies,123.0,738.0,6.0
Manipur,Churachandpur,2016.0,Potato,1810.0,15080.0,8.33
Manipur,Churachandpur,2016.0,Sugarcane,280.0,13070.0,46.68
Manipur,Churachandpur,2016.0,Turmeric,260.0,3120.0,12.0
Manipur,Churachandpur,2017.0,Banana,810.0,10525.0,12.99
Manipur,Churachandpur,2017.0,Dry_chillies,124.0,740.0,5.97
Manipur,Churachandpur,2017.0,Potato,1810.0,15070.0,8.33
Manipur,Churachandpur,2017.0,Sugarcane,280.0,13070.0,46.68
Manipur,Churachandpur,2017.0,Turmeric,265.0,3175.0,11.98
Manipur,Churachandpur,2018.0,Banana,814.0,10546.0,12.96
Manipur,Churachandpur,2018.0,Dry_chillies,125.0,744.0,5.95
Manipur,Churachandpur,2018.0,Potato,1850.0,15170.0,8.2
Manipur,Churachandpur,2018.0,Sugarcane,280.0,13070.0,46.68
Manipur,Churachandpur,2018.0,Turmeric,265.0,3175.0,11.98
Manipur,Churachandpur,2019.0,Banana,962.0,12563.0,13.06
Manipur,Churachandpur,2019.0,Dry_chillies,60.0,390.0,6.5
Manipur,Churachandpur,2021.0,Potato,1830.0,15000.0,8.2
Manipur,Churachandpur,2021.0,Sugarcane,280.0,12350.0,44.11
Manipur,Churachandpur,2022.0,Potato,1830.0,14800.0,8.09
Manipur,Churachandpur,2022.0,Sugarcane,230.0,9750.0,42.39
Manipur,Churachandpur,2022.0,Wheat,460.0,1150.0,2.5
Manipur,Imphal east,1999.0,Banana,550.0,7070.0,12.85
Manipur,Imphal east,1999.0,Dry_chillies,480.0,290.0,0.6
Manipur,Imphal east,1999.0,Onion,60.0,130.0,2.17
Manipur,Imphal east,1999.0,Potato,250.0,1310.0,5.24
Manipur,Imphal east,1999.0,Sugarcane,10.0,330.0,33.0
Manipur,Imphal east,2000.0,Banana,500.0,6430.0,12.86
Manipur,Imphal east,2000.0,Dry_chillies,560.0,340.0,0.61
Manipur,Imphal east,2000.0,Onion,60.0,130.0,2.17
Manipur,Imphal east,2000.0,Potato,260.0,1360.0,5.23
Manipur,Imphal east,2000.0,Sugarcane,10.0,320.0,32.0
Manipur,Imphal east,2001.0,Banana,550.0,7070.0,12.85
Manipur,Imphal east,2001.0,Dry_chillies,710.0,430.0,0.61
Manipur,Imphal east,2001.0,Onion,40.0,90.0,2.25
Manipur,Imphal east,2002.0,Banana,54.0,378.0,7.0
Manipur,Imphal east,2002.0,Bhindi,97.0,340.0,3.51
Manipur,Imphal east,2002.0,Bitter_Gourd,5.0,40.0,8.0
Manipur,Imphal east,2002.0,Bottle_Gourd,7.0,70.0,10.0
Manipur,Imphal east,2002.0,Brinjal,22.0,110.0,5.0
Manipur,Imphal east,2002.0,Cabbage,213.0,2641.0,12.4
Manipur,Imphal east,2002.0,Carrot,30.0,210.0,7.0
Manipur,Imphal east,2002.0,Cashewnut,180.0,18.0,0.1
Manipur,Imphal east,2002.0,Cauliflower,200.0,1108.0,5.54
Manipur,Imphal east,2002.0,Citrus_Fruit,58.0,406.0,7.0
Manipur,Imphal east,2002.0,Dry_chillies,750.0,450.0,0.6
Manipur,Imphal east,2002.0,Jack_Fruit,70.0,490.0,7.0
Manipur,Imphal east,2002.0,Mango,12.0,84.0,7.0
Manipur,Imphal east,2002.0,Onion,10.0,20.0,2.0
Manipur,Imphal east,2002.0,Other_Fresh_Fruits,296.0,2072.0,7.0
Manipur,Imphal east,2002.0,Other_Vegetables,30.0,150.0,5.0
Manipur,Imphal east,2002.0,Papaya,230.0,1610.0,7.0
Manipur,Imphal east,2002.0,Pineapple,675.0,4725.0,7.0
Manipur,Imphal east,2002.0,Potato,270.0,1410.0,5.22
Manipur,Imphal east,2002.0,Redish,20.0,200.0,10.0
Manipur,Imphal east,2002.0,Tomato,83.0,664.0,8.0
Manipur,Imphal east,2003.0,Banana,83.0,652.0,7.86
Manipur,Imphal east,2003.0,Bhindi,110.0,374.0,3.4
Manipur,Imphal east,2003.0,Bitter_Gourd,12.0,64.0,5.33
Manipur,Imphal east,2003.0,Bottle_Gourd,15.0,108.0,7.2
Manipur,Imphal east,2003.0,Brinjal,30.0,141.0,4.7
Manipur,Imphal east,2003.0,Cabbage,271.0,3306.0,12.2
Manipur,Imphal east,2003.0,Carrot,40.0,300.0,7.5
Manipur,Imphal east,2003.0,Cashewnut,200.0,80.0,0.4
Manipur,Imphal east,2003.0,Cauliflower,220.0,1892.0,8.6
Manipur,Imphal east,2003.0,Citrus_Fruit,62.0,298.0,4.81
Manipur,Imphal east,2003.0,Dry_chillies,870.0,520.0,0.6
Manipur,Imphal east,2003.0,Jack_Fruit,75.0,344.0,4.59
Manipur,Imphal east,2003.0,Mango,14.0,71.0,5.07
Manipur,Imphal east,2003.0,Onion,10.0,20.0,2.0
Manipur,Imphal east,2003.0,Orange,3.0,12.0,4.0
Manipur,Imphal east,2003.0,Other_Fresh_Fruits,325.0,1097.0,3.38
Manipur,Imphal east,2003.0,Other_Vegetables,45.0,326.0,7.24
Manipur,Imphal east,2003.0,Papaya,233.0,1135.0,4.87
Manipur,Imphal east,2003.0,Pineapple,710.0,5325.0,7.5
Manipur,Imphal east,2003.0,Pome_Fruit,38.0,119.0,3.13
Manipur,Imphal east,2003.0,Redish,25.0,223.0,8.92
Manipur,Imphal east,2003.0,Rubber,50.0,50.0,1.0
Manipur,Imphal east,2003.0,Sweet_potato,2.0,13.0,6.5
Manipur,Imphal east,2003.0,Tapioca,12.0,67.0,5.58
Manipur,Imphal east,2003.0,Tomato,85.0,680.0,8.0
Manipur,Imphal east,2003.0,Turmeric,40.0,30.0,0.75
Manipur,Imphal east,2004.0,Banana,80.0,1030.0,12.88
Manipur,Imphal east,2004.0,Dry_chillies,560.0,340.0,0.61
Manipur,Imphal east,2004.0,Onion,70.0,150.0,2.14
Manipur,Imphal east,2004.0,Potato,160.0,840.0,5.25
Manipur,Imphal east,2004.0,Turmeric,10.0,10.0,1.0
Manipur,Imphal east,2005.0,Banana,130.0,1670.0,12.85
Manipur,Imphal east,2005.0,Dry_chillies,270.0,160.0,0.59
Manipur,Imphal east,2005.0,Potato,250.0,1310.0,5.24
Manipur,Imphal east,2005.0,Sugarcane,10.0,330.0,33.0
Manipur,Imphal east,2005.0,Turmeric,10.0,10.0,1.0
Manipur,Imphal east,2006.0,Banana,410.0,5270.0,12.85
Manipur,Imphal east,2006.0,Dry_chillies,1180.0,710.0,0.6
Manipur,Imphal east,2006.0,Potato,920.0,4810.0,5.23
Manipur,Imphal east,2007.0,Banana,580.0,7460.0,12.86
Manipur,Imphal east,2007.0,Dry_chillies,660.0,400.0,0.61
Manipur,Imphal east,2007.0,Onion,50.0,110.0,2.2
Manipur,Imphal east,2007.0,Potato,120.0,630.0,5.25
Manipur,Imphal east,2008.0,Banana,585.0,7541.0,12.89
Manipur,Imphal east,2008.0,Dry_chillies,1330.0,9980.0,7.5
Manipur,Imphal east,2008.0,Potato,790.0,4500.0,5.7
Manipur,Imphal east,2008.0,Sugarcane,520.0,31070.0,59.75
Manipur,Imphal east,2008.0,Turmeric,95.0,1050.0,11.05
Manipur,Imphal east,2009.0,Banana,680.0,5840.0,8.59
Manipur,Imphal east,2009.0,Dry_chillies,1357.0,10313.0,7.6
Manipur,Imphal east,2009.0,Potato,910.0,6830.0,7.51
Manipur,Imphal east,2009.0,Sugarcane,330.0,24270.0,73.55
Manipur,Imphal east,2009.0,Turmeric,150.0,1659.0,11.06
Manipur,Imphal east,2010.0,Banana,682.0,8854.0,12.98
Manipur,Imphal east,2010.0,Dry_chillies,1366.0,10954.0,8.02
Manipur,Imphal east,2010.0,Potato,930.0,7530.0,8.1
Manipur,Imphal east,2010.0,Sugarcane,520.0,31120.0,59.85
Manipur,Imphal east,2010.0,Turmeric,164.0,1775.0,10.82
Manipur,Imphal east,2011.0,Banana,690.0,8970.0,13.0
Manipur,Imphal east,2011.0,Dry_chillies,1372.0,10427.2,7.6
Manipur,Imphal east,2011.0,Potato,1030.0,9120.0,8.85
Manipur,Imphal east,2011.0,Sugarcane,620.0,36120.0,58.26
Manipur,Imphal east,2011.0,Turmeric,168.0,1926.96,11.47
Manipur,Imphal east,2012.0,Banana,724.0,9701.6,13.4
Manipur,Imphal east,2012.0,Dry_chillies,1393.0,11004.7,7.9
Manipur,Imphal east,2012.0,Potato,1130.0,9500.0,8.41
Manipur,Imphal east,2012.0,Sugarcane,560.0,30450.0,54.38
Manipur,Imphal east,2012.0,Turmeric,176.0,2059.2,11.7
Manipur,Imphal east,2013.0,Banana,734.0,9909.0,13.5
Manipur,Imphal east,2013.0,Dry_chillies,1458.0,11503.62,7.89
Manipur,Imphal east,2013.0,Potato,1110.0,9400.0,8.47
Manipur,Imphal east,2013.0,Sugarcane,630.0,37000.0,58.73
Manipur,Imphal east,2013.0,Turmeric,206.0,2472.0,12.0
Manipur,Imphal east,2014.0,Banana,779.0,10895.0,13.99
Manipur,Imphal east,2014.0,Cashewnut,21.0,13.44,0.64
Manipur,Imphal east,2014.0,Dry_chillies,1572.0,12547.0,7.98
Manipur,Imphal east,2014.0,Potato,1110.0,9400.0,8.47
Manipur,Imphal east,2014.0,Sugarcane,630.0,37000.0,58.73
Manipur,Imphal east,2014.0,Turmeric,232.0,2789.0,12.02
Manipur,Imphal east,2015.0,Banana,396.0,5544.0,14.0
Manipur,Imphal east,2015.0,Cashewnut,28.0,16.0,0.57
Manipur,Imphal east,2015.0,Dry_chillies,32.0,281.0,8.78
Manipur,Imphal east,2015.0,Potato,1180.0,9920.0,8.41
Manipur,Imphal east,2015.0,Sugarcane,620.0,39430.0,63.6
Manipur,Imphal east,2015.0,Turmeric,157.0,1884.0,12.0
Manipur,Imphal east,2016.0,Banana,401.0,5620.0,14.01
Manipur,Imphal east,2016.0,Cashewnut,27.0,17.0,0.63
Manipur,Imphal east,2016.0,Dry_chillies,33.0,292.0,8.85
Manipur,Imphal east,2016.0,Potato,1180.0,9100.0,7.71
Manipur,Imphal east,2016.0,Sugarcane,620.0,39430.0,63.6
Manipur,Imphal east,2016.0,Turmeric,154.0,1850.0,12.01
