State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,3000,4000,3500
"Himachal Pradesh",Mandi,Mandi(Mandi),Colacasia,Colacasia,FAQ,03/09/2025,3000,4200,4000
"Himachal Pradesh",Mandi,Mandi(Mandi),Garlic,Other,FAQ,03/09/2025,8000,10000,9000
"Himachal Pradesh",Mandi,Mandi(Mandi),Guava,Guava,Medium,03/09/2025,2500,7000,4500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2025,4200,4300,4300
"Himachal Pradesh",Mandi,Mandi(Mandi),"Water Melon",Other,Medium,03/09/2025,3000,3000,3000
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)","Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,4000,4000,4000
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,3000,3000,3000
"Himachal Pradesh",Sirmore,Nahan,Banana,Other,Large,03/09/2025,2500,3000,2800
"Himachal Pradesh",Sirmore,Nahan,Capsicum,Other,FAQ,03/09/2025,6000,7000,6500
"Himachal Pradesh",Sirmore,Nahan,Cauliflower,Other,FAQ,03/09/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,Nahan,"French Beans (Frasbean)",Other,FAQ,03/09/2025,10000,14000,12000
"Himachal Pradesh",Sirmore,Nahan,Tomato,Other,FAQ,03/09/2025,3000,3500,3200
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,2500,3000,2800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Coriander(Leaves),Other,FAQ,03/09/2025,10000,12000,11000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Lemon,Other,FAQ,03/09/2025,5000,7000,6000
"Himachal Pradesh",Solan,Solan,Apple,Apple,Medium,03/09/2025,2500,8500,5000
"Himachal Pradesh",Solan,Solan,Capsicum,Capsicum,FAQ,03/09/2025,3500,5500,4500
"Himachal Pradesh",Solan,Solan,Ginger(Green),Other,FAQ,03/09/2025,6000,6500,6200
"Himachal Pradesh",Solan,Solan,Spinach,Other,FAQ,03/09/2025,4000,4500,4200
"Himachal Pradesh",Solan,Solan(Nalagarh),Apple,Other,Medium,03/09/2025,3000,6000,4500
"Himachal Pradesh",Solan,Solan(Nalagarh),Cabbage,Other,FAQ,03/09/2025,2500,3000,2800
"Himachal Pradesh",Solan,Solan(Nalagarh),"French Beans (Frasbean)",Other,FAQ,03/09/2025,7000,8000,7500
"Himachal Pradesh",Solan,Solan(Nalagarh),Lemon,Other,FAQ,03/09/2025,4000,5000,4500
"Himachal Pradesh",Solan,Solan(Nalagarh),Onion,Other,FAQ,03/09/2025,2000,2500,2200
"Himachal Pradesh",Una,Una,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,3000,4000,3500
"Himachal Pradesh",Una,Una,Capsicum,Capsicum,FAQ,03/09/2025,7500,8000,7800
"Himachal Pradesh",Una,Una,Garlic,Other,FAQ,03/09/2025,8000,12000,10000
"Jammu and Kashmir",Jammu,Batote,Cucumbar(Kheera),Other,FAQ,03/09/2025,2100,2300,2200
"Jammu and Kashmir",Jammu,Batote,"Green Chilli","Green Chilly",FAQ,03/09/2025,4600,4800,4700
"Jammu and Kashmir",Jammu,Batote,"Knool Khol",Other,FAQ,03/09/2025,1500,1700,1600
"Jammu and Kashmir",Jammu,Batote,Raddish,Other,FAQ,03/09/2025,1600,1800,1700
"Jammu and Kashmir",Kathua,Kathua,Banana,Other,Medium,03/09/2025,3500,4000,3750
"Jammu and Kashmir",Kathua,Kathua,Carrot,Other,FAQ,03/09/2025,2000,2500,2250
"Jammu and Kashmir",Kathua,Kathua,Garlic,Garlic,FAQ,03/09/2025,8000,9000,8500
"Jammu and Kashmir",Kathua,Kathua,Ginger(Green),Other,FAQ,03/09/2025,6000,7000,6500
"Jammu and Kashmir",Kathua,Kathua,Potato,Other,FAQ,03/09/2025,1000,1200,1100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Apple,Hajratbali,Medium,03/09/2025,5000,5200,5100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4500,4700,4600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Capsicum,Other,FAQ,03/09/2025,5000,5200,5100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Potato,Other,Non-FAQ,03/09/2025,1500,1700,1600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Tomato,Other,Non-FAQ,03/09/2025,5000,5200,5100
"Jammu and Kashmir",Udhampur,Udhampur,Brinjal,Other,FAQ,03/09/2025,3500,4000,3750
"Jammu and Kashmir",Udhampur,Udhampur,Papaya,Papaya,Medium,03/09/2025,3000,4000,3500
"Jammu and Kashmir",Udhampur,Udhampur,Tomato,Other,FAQ,03/09/2025,3000,4000,3500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,"Nendra Bale",Local,03/09/2025,1000,3000,2000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Bottle gourd","Bottle Gourd",Local,03/09/2025,3000,3300,3100
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,03/09/2025,2300,2800,2600
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Bunch Beans","Bunch Beans",Local,03/09/2025,4000,4500,4300
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Black,Local,03/09/2025,2500,3500,3000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Green Avare (W)","Green Avare (W)",Local,03/09/2025,3200,3800,3500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,03/09/2025,1000,1400,1200
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Peas Wet","Peas Wet",Local,03/09/2025,6500,7500,7000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,"Pine Apple",Local,03/09/2025,2500,3500,3000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,03/09/2025,8000,16000,12000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2025,2000,2400,2200
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Sweet Pumpkin","Sweet Pumpkin",Local,03/09/2025,900,1100,1000
Karnataka,Bangalore,Ramanagara,Brinjal,Round,Local,03/09/2025,2000,2800,2400
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,Local,03/09/2025,3000,4300,4000
Karnataka,Bangalore,Ramanagara,"Chilly Capsicum","Chilly Capsicum",Local,03/09/2025,4000,5500,5000
Karnataka,Bangalore,Ramanagara,"Green Chilli","Green Chilly",Local,03/09/2025,3000,4500,4000
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,Local,03/09/2025,1600,2000,1800
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,Local,03/09/2025,1000,2000,1500
Karnataka,Chikmagalur,Chikkamagalore,"Bhindi(Ladies Finger)",Bhindi,Local,03/09/2025,2381,2381,2381
Karnataka,Chikmagalur,Chikkamagalore,Onion,Other,Local,03/09/2025,1850,2050,1950
Karnataka,Chikmagalur,Chikkamagalore,Potato,Other,Local,03/09/2025,2188,2388,2288
Karnataka,Chikmagalur,Chikkamagalore,Thondekai,Thondekai,Local,03/09/2025,2632,2632,2632
Karnataka,Davangere,Davangere,Apple,Apple,Local,03/09/2025,6000,10000,8000
Karnataka,Davangere,Davangere,Brinjal,Round/Long,Local,03/09/2025,1400,2000,1800
Karnataka,Davangere,Davangere,Capsicum,Capsicum,Local,03/09/2025,2300,3000,2700
Karnataka,Davangere,Davangere,Garlic,Garlic,Local,03/09/2025,1500,3400,2400
Karnataka,Davangere,Davangere,Seemebadnekai,Seemebadanekai,Local,03/09/2025,1600,2200,2000
Karnataka,Davangere,Davangere,Thondekai,Thondekai,Local,03/09/2025,1600,2000,1800
Karnataka,Davangere,Davangere,Tomato,Tomato,Local,03/09/2025,1000,1500,1300
Karnataka,Dharwad,"Hubli (Amaragol)",Onion,Puna,Local,03/09/2025,400,1800,1200
Karnataka,Dharwad,Kalagategi,Maize,Local,Local,03/09/2025,2300,2300,2300
Karnataka,Dharwad,Kalagategi,Soyabean,Soyabeen,Local,03/09/2025,4700,4780,4756
Karnataka,"Karwar(Uttar Kannad)",Kumta,Arecanut(Betelnut/Supari),Chali,Local,03/09/2025,37021,43199,41649
Karnataka,"Karwar(Uttar Kannad)",Sirsi,Arecanut(Betelnut/Supari),Bilegotu,Local,03/09/2025,25611,34709,31537
Karnataka,Kolar,Gowribidanoor,Beans,"Beans (Whole)",Local,03/09/2025,2000,3000,2500
Karnataka,Kolar,Gowribidanoor,Cabbage,Cabbage,Local,03/09/2025,600,800,700
Karnataka,Kolar,Gowribidanoor,"Green Chilli","Green Chilly",Local,03/09/2025,3000,4000,3500
Karnataka,Kolar,Gowribidanoor,"Knool Khol","Knool Khol",Local,03/09/2025,3000,4000,3500
Karnataka,Kolar,Gowribidanoor,Raddish,Raddish,Local,03/09/2025,1500,2000,1800
Karnataka,"Mangalore(Dakshin Kannad)",Belthangdi,Rice,"Kachha Basmati",Local,03/09/2025,2490,5300,4200
Karnataka,"Mangalore(Dakshin Kannad)",Sulya,"Black pepper",Malabar,Local,03/09/2025,30000,67500,56000
Kerala,Alappuzha,Chengannur,"Banana - Green","Banana - Green",FAQ,03/09/2025,3400,3700,3500
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,03/09/2025,6800,7100,7000
Kerala,Alappuzha,Chengannur,"Cluster beans","Cluster Beans",FAQ,03/09/2025,4900,5300,5000
Kerala,Alappuzha,Chengannur,Colacasia,Colacasia,FAQ,03/09/2025,6800,7300,7000
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,03/09/2025,3800,4100,4000
Kerala,Alappuzha,Chengannur,Ginger(Green),"Green Ginger",FAQ,03/09/2025,0,0,7000
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,03/09/2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,03/09/2025,7900,8200,8000
Kerala,Alappuzha,"Cheriyanadu  VFPCK",Snakeguard,Other,FAQ,03/09/2025,6000,8500,7000
Kerala,Alappuzha,Cherthala,Amaranthus,Other,FAQ,03/09/2025,5000,5200,5100
Kerala,Alappuzha,Cherthala,Ashgourd,Other,FAQ,03/09/2025,3000,3200,3100
Kerala,Alappuzha,Cherthala,Beetroot,Other,FAQ,03/09/2025,5000,5200,5100
Kerala,Alappuzha,Cherthala,Brinjal,Brinjal,FAQ,03/09/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,Ginger(Green),"Green Ginger",FAQ,03/09/2025,7000,7200,7100
Kerala,Alappuzha,Cherthala,"Little gourd (Kundru)",Other,FAQ,03/09/2025,3400,3600,3500
Kerala,Alappuzha,Cherthala,Ridgeguard(Tori),Other,FAQ,03/09/2025,6000,6200,6100
Kerala,Alappuzha,Cherthala,Tapioca,Other,FAQ,03/09/2025,4000,4300,4200
Kerala,Alappuzha,Harippad,"Banana - Green",Other,FAQ,03/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,03/09/2025,4000,4600,4000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,03/09/2025,4000,4500,4000
Kerala,Alappuzha,Mannar,"Banana - Green",Other,FAQ,03/09/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Beetroot,Other,FAQ,03/09/2025,4400,4600,4500
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4100,4300,4200
Kerala,Alappuzha,Mannar,Capsicum,Other,FAQ,03/09/2025,7500,7700,7600
Kerala,Alappuzha,Mannar,Colacasia,Other,FAQ,03/09/2025,7500,7700,7500
Kerala,Alappuzha,Mannar,Onion,Big,FAQ,03/09/2025,2500,2700,2600
Kerala,Alappuzha,Mannar,Onion,Small,FAQ,03/09/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Pumpkin,Other,FAQ,03/09/2025,3100,3300,3200
Kerala,Ernakulam,Aluva,"Elephant Yam (Suran)",Other,FAQ,03/09/2025,3800,4500,4200
Kerala,Ernakulam,Aluva,Ginger(Green),"Green Ginger",FAQ,03/09/2025,6500,7500,7000
Kerala,Ernakulam,Aluva,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,03/09/2025,4000,5000,4500
Kerala,Ernakulam,Angamaly,Carrot,Carrot,FAQ,03/09/2025,8000,10000,9000
Kerala,Ernakulam,Ernakulam,"Banana - Green","Banana - Green",FAQ,03/09/2025,5100,5500,5300
Kerala,Ernakulam,"Koovapadi VFPCK",Banana,Poovan,Large,03/09/2025,5000,5200,5100
Kerala,Ernakulam,Kothamangalam,Brinjal,Other,FAQ,03/09/2025,4500,6000,5000
Kerala,Ernakulam,Kothamangalam,Cucumbar(Kheera),Other,FAQ,03/09/2025,3800,5000,4500
Kerala,Ernakulam,Kothamangalam,Drumstick,Other,FAQ,03/09/2025,7000,9000,8000
Kerala,Ernakulam,Kothamangalam,"Little gourd (Kundru)",Other,FAQ,03/09/2025,5500,7000,6000
Kerala,Ernakulam,Kothamangalam,Tomato,Other,FAQ,03/09/2025,4500,6000,5000
Kerala,Ernakulam,Moovattupuzha,"Coconut Seed",Other,FAQ,03/09/2025,7200,8000,7300
Kerala,Ernakulam,"North Paravur","Banana - Green","Banana - Green",FAQ,03/09/2025,3800,4500,4000
Kerala,Ernakulam,"North Paravur","Bottle gourd","Bottle Gourd",FAQ,03/09/2025,2000,2500,2200
Kerala,Ernakulam,"North Paravur",Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur",Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,3800,4500,4000
Kerala,Ernakulam,"North Paravur",Drumstick,Drumstick,FAQ,03/09/2025,6500,7000,6800
Kerala,Ernakulam,"North Paravur",Ginger(Green),"Green Ginger",FAQ,03/09/2025,7500,8000,7800
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,03/09/2025,34000,35000,34500
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,03/09/2025,3800,4800,4200
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,03/09/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,03/09/2025,3300,4300,3700
Kerala,Ernakulam,Perumbavoor,Colacasia,Other,FAQ,03/09/2025,6200,7200,6700
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,"Little gourd (Kundru)",Other,FAQ,03/09/2025,5000,6000,5500
Kerala,Ernakulam,Perumbavoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,03/09/2025,7000,8000,7500
Kerala,Ernakulam,Perumbavoor,Pineapple,"Pine Apple",Medium,03/09/2025,4000,5000,4500
Kerala,Ernakulam,Thrippunithura,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,8000,9000,8200
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,03/09/2025,8000,9000,8200
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,03/09/2025,8000,9000,8200
Kerala,Ernakulam,Thrippunithura,"Little gourd (Kundru)",Other,FAQ,03/09/2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,03/09/2025,2200,3000,2200
Kerala,Ernakulam,Thrippunithura,Pineapple,"Pine Apple",Medium,03/09/2025,6000,7000,6200
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,03/09/2025,4000,5000,4200
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,03/09/2025,8000,8500,8200
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,03/09/2025,4800,5500,5000
Kerala,Idukki,"ERRATTAYAR VFPCK",Banana,"Nendra Bale",Large,03/09/2025,4000,4400,4200
Kerala,Idukki,"KANTHALOOR VFPCK",Cabbage,Cabbage,FAQ,03/09/2025,1200,2000,1500
Kerala,Idukki,"MELECHINNAR VFPCK",Banana,Banana-Organic,Large,03/09/2025,3800,4200,4000
Kerala,Kannur,Kuthuparambu,Banana,Other,Large,03/09/2025,6100,6500,6300
Kerala,Kannur,Taliparamba,Banana,Other,Small,03/09/2025,8400,8600,8500
Kerala,Kannur,Thalasserry,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,5800,6500,6000
Kerala,Kannur,Thalasserry,"Coconut Oil",Other,FAQ,03/09/2025,38000,38600,38400
Kerala,Kasargod,"Madikai  VFPCK",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,5000,5000,5000
Kerala,Kasargod,Manjeswaram,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,Carrot,Carrot,FAQ,03/09/2025,6000,7000,6500
Kerala,Kasargod,Manjeswaram,Copra,Copra,FAQ,03/09/2025,20000,20200,20100
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,FAQ,03/09/2025,6000,8000,7000
Kerala,Kasargod,"Pullur Periya  VFPCK","Bitter gourd","Bitter Gourd",FAQ,03/09/2025,8000,8000,8000
Kerala,Kasargod,"Pullur Periya  VFPCK",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,5500,5500,5500
Kerala,Kollam,Anchal,Banana,"Nendra Bale",Medium,03/09/2025,8000,8200,8100
Kerala,Kollam,Anchal,Banana,"Red Banana",Medium,03/09/2025,6600,6800,6700
Kerala,Kollam,Anchal,Banana,Robusta,Medium,03/09/2025,4000,4200,4100
Kerala,Kollam,Anchal,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,7600,7800,7700
Kerala,Kollam,Anchal,Capsicum,Capsicum,FAQ,03/09/2025,7400,7600,7500
Kerala,Kollam,Anchal,Colacasia,Colacasia,FAQ,03/09/2025,7600,7800,7700
Kerala,Kollam,"Neduvathoor  VFPCK",Banana,Poovan,Medium,03/09/2025,4500,5000,4800
Kerala,Kollam,"Neduvathoor  VFPCK","Bitter gourd","Bitter Gourd",FAQ,03/09/2025,8000,9000,8500
Kerala,Kollam,"Neduvathoor  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2025,9000,10000,9800
Kerala,Kottayam,"ATHIRAMPUZHA VFPCK","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,03/09/2025,4500,4500,4500
Kerala,Kottayam,Ettumanoor,Ginger(Green),"Green Ginger",FAQ,03/09/2025,7500,8000,7800
Kerala,Kottayam,Ettumanoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,03/09/2025,6500,7000,6800
Kerala,Kottayam,Ettumanoor,Onion,Onion,FAQ,03/09/2025,4500,5000,4700
Kerala,Kottayam,Kottayam,Banana,Poovan,Medium,03/09/2025,8500,8900,8700
Kerala,Kottayam,Kottayam,Beetroot,Beetroot,FAQ,03/09/2025,4600,5000,4800
Kerala,Kottayam,Kottayam,Brinjal,Brinjal,FAQ,03/09/2025,7000,7400,7200
Kerala,Kottayam,Kottayam,Carrot,Carrot,FAQ,03/09/2025,7800,8200,8000
Kerala,Kottayam,Kottayam,Cowpea(Veg),Other,FAQ,03/09/2025,4800,5200,5000
Kerala,Kottayam,Kottayam,"Green Gram (Moong)(Whole)",Other,FAQ,03/09/2025,9600,11200,10400
Kerala,Kottayam,Kottayam,Onion,Onion,FAQ,03/09/2025,4300,4700,4500
Kerala,Kottayam,Kottayam,Tomato,Other,FAQ,03/09/2025,5500,5900,5700
Kerala,Kottayam,Kottayam,Tomato,Tomato,FAQ,03/09/2025,4400,4900,4700
Kerala,Kottayam,Kuruppanthura,Amphophalus,Amphophalus,FAQ,03/09/2025,4800,6000,5000
Kerala,Kottayam,Kuruppanthura,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,6000,8000,7000
Kerala,Kottayam,Kuruppanthura,Coconut,Medium,FAQ,03/09/2025,8000,8000,8000
Kerala,Kottayam,Kuruppanthura,Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2025,6000,7000,6500
Kerala,Kottayam,Kuruppanthura,"Green Chilli","Green Chilly",FAQ,03/09/2025,6600,8000,7000
Kerala,Kottayam,Kuruppanthura,Potato,Potato,FAQ,03/09/2025,3600,4000,4000
Kerala,Kottayam,Kuruppanthura,Tomato,Tomato,FAQ,03/09/2025,5500,6000,6000
Kerala,Kottayam,Pala,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,5000,6000,5500
Kerala,Kottayam,Pala,"Green Chilli","Green Chilly",FAQ,03/09/2025,8500,10000,9200
Kerala,Kottayam,Pala,"Little gourd (Kundru)",Other,FAQ,03/09/2025,5500,6600,6000
Kerala,Kottayam,Pala,Tomato,Tomato,FAQ,03/09/2025,5300,6600,5800
Kerala,Kottayam,Pampady,Banana,Robusta,Medium,03/09/2025,3500,4500,4000
Kerala,Kottayam,Pampady,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,5000,7000,6000
Kerala,Kottayam,Pampady,Coconut,Coconut,FAQ,03/09/2025,6000,7000,6500
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,03/09/2025,2000,3000,2500
Kerala,Kottayam,Pampady,Pumpkin,Pumpkin,FAQ,03/09/2025,3000,4000,3500
Kerala,Kottayam,Thalayolaparambu,Banana,"Banana - Ripe",Medium,03/09/2025,4000,4400,4200
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,03/09/2025,2800,3200,3000
Kerala,Kottayam,Thalayolaparambu,Banana,Poovan,Medium,03/09/2025,5800,6200,6000
Kerala,Kottayam,Thalayolaparambu,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,4000,4400,4200
Kerala,Kottayam,Thalayolaparambu,Brinjal,Brinjal,FAQ,03/09/2025,5800,6200,6000
Kerala,Kottayam,Thalayolaparambu,Cauliflower,Cauliflower,FAQ,03/09/2025,4000,4400,4200
Kerala,Kottayam,Thalayolaparambu,"Elephant Yam (Suran)",Other,FAQ,03/09/2025,4400,4700,4500
Kerala,Kottayam,Thalayolaparambu,Ginger(Green),"Green Ginger",FAQ,03/09/2025,7300,7700,7500
Kerala,Kottayam,Thalayolaparambu,Lemon,Other,FAQ,03/09/2025,5800,6200,6000
Kerala,Kottayam,Thalayolaparambu,"Little gourd (Kundru)",Other,FAQ,03/09/2025,3400,3700,3500
Kerala,Kottayam,"Vayala  VFPCK",Banana,"Nendra Bale",Large,03/09/2025,6400,6400,6400
Kerala,Kozhikode(Calicut),Kallachi,Amphophalus,Amphophalus,FAQ,03/09/2025,5800,6200,6000
Kerala,Kozhikode(Calicut),Kallachi,Banana,"Nendra Bale",Medium,03/09/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,Medium,03/09/2025,5300,5700,5500
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,03/09/2025,7300,7700,7500
Kerala,Kozhikode(Calicut),Kallachi,"Cluster beans","Cluster Beans",FAQ,03/09/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Mukkom,Apple,Other,Large,03/09/2025,10000,11000,10500
Kerala,Kozhikode(Calicut),Mukkom,Ashgourd,Other,FAQ,03/09/2025,3400,3800,3600
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,Large,03/09/2025,5500,5800,5600
Kerala,Kozhikode(Calicut),Mukkom,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,6500,7000,6700
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,FAQ,03/09/2025,3400,3600,3500
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,FAQ,03/09/2025,6500,7300,6700
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,03/09/2025,6500,7000,6700
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,03/09/2025,4000,4400,4200
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,03/09/2025,3500,3800,3600
Kerala,Kozhikode(Calicut),Palayam,"Banana - Green",Other,FAQ,03/09/2025,3600,3600,3600
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,03/09/2025,4400,4400,4400
Kerala,Kozhikode(Calicut),Palayam,"Coconut Seed",Other,FAQ,03/09/2025,6500,6500,6500
Kerala,Kozhikode(Calicut),Palayam,Cowpea(Veg),Other,FAQ,03/09/2025,2900,2900,2900
Kerala,Kozhikode(Calicut),Palayam,Ginger(Green),Other,FAQ,03/09/2025,3700,3700,3700
Kerala,Kozhikode(Calicut),Palayam,"Green Chilli",Other,FAQ,03/09/2025,5500,5800,5500
Kerala,Kozhikode(Calicut),Palayam,Raddish,Other,FAQ,03/09/2025,2300,2300,2300
Kerala,Kozhikode(Calicut),Perambra,Drumstick,Other,FAQ,03/09/2025,6000,7500,7000
Kerala,Kozhikode(Calicut),Perambra,Ginger(Green),Other,FAQ,03/09/2025,8000,8000,8000
Kerala,Kozhikode(Calicut),Thamarassery,Amphophalus,Other,FAQ,03/09/2025,4200,5000,4400
Kerala,Kozhikode(Calicut),Thamarassery,Ashgourd,Other,FAQ,03/09/2025,3400,4200,3600
Kerala,Kozhikode(Calicut),Thamarassery,"Banana - Green","Banana - Green",FAQ,03/09/2025,3800,4500,3900
Kerala,Kozhikode(Calicut),Thamarassery,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4500,5300,4700
Kerala,Kozhikode(Calicut),Thamarassery,"Bitter gourd",Other,FAQ,03/09/2025,5600,6500,6000
Kerala,Kozhikode(Calicut),Thamarassery,"Bottle gourd",Other,FAQ,03/09/2025,2700,4000,3100
Kerala,Kozhikode(Calicut),Thamarassery,Onion,Other,FAQ,03/09/2025,3800,4300,3900
Kerala,Kozhikode(Calicut),Thamarassery,Potato,Other,FAQ,03/09/2025,2300,2900,2400
Kerala,Kozhikode(Calicut),Thamarassery,Snakeguard,Other,FAQ,03/09/2025,4200,4900,4500
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Drumstick,Drumstick,FAQ,03/09/2025,5500,5800,5800
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Ginger(Green),"Green Ginger",FAQ,03/09/2025,6000,6300,6300
Kerala,Malappuram,"ATHANIKKAL VFPCK",Banana,"Nendra Bale",Large,03/09/2025,3700,3900,3800
Kerala,Malappuram,Kondotty,Beetroot,Other,FAQ,03/09/2025,3400,3600,3500
Kerala,Malappuram,Kondotty,Lemon,Other,FAQ,03/09/2025,6400,6600,6500
Kerala,Malappuram,Kondotty,Onion,Other,FAQ,03/09/2025,2300,2500,2400
Kerala,Malappuram,Kondotty,Pumpkin,Other,FAQ,03/09/2025,3400,3600,3500
Kerala,Malappuram,Kondotty,Snakeguard,Other,FAQ,03/09/2025,3900,4100,4000
